841,1.747844325,25,81,399,0,0,fake
19480,0,657,96,3865,0,0,fake
35911,0.731350561,138,106,27605,0,1,fake
85784,0,303,98,2383,0,0,fake
28473,2.289243219,713,158,122404,0,1,fake
13917,7.982583454,196,158,15512,0,0,fake
88151,0,670,115,20223,0,0,fake
1,2000,39,8,7,0,0,not
121,166.6666667,358,31,60,0,1,not
2064,2.230684168,58,112,193,1,1,not
30913,0.195324093,302387,16,4328,1,1,not
788,1.564238072,9,6,16,1,1,not
433,1.283506865,0,13,681,1,1,not
163,0,716,33,22,0,0,not
